,reviews_rating,user_sentiment,reviews_text
431,5,Negative,I'm a person that does not use makeup. I wash my face and apply Regenerist Deep Hydration Regenerating Cream. My face feels and looks hydrated and I am often asked what is my secret. I never hesitate to say that I only use Regenerist Deep Hydration Regenerating Cream. This review was collected as part of a promotion.
478,5,Negative,"I use this product for both night and day use, even though it has an sunscreen, because I like the way it make my skin look and feel. This review was collected as part of a promotion."
509,5,Negative,"I've used this product for over 5 years. My skin is mostly dry, but slightly oily around the nose and forehead toward the end of the day. This cream is very hydrating without being greasy or oily. I use it morning and evening. This review was collected as part of a promotion."
513,5,Negative,The product sort kf smells like vanilla strawberries
540,5,Negative,I have been using this product for a number of years. I have tried other products but always come back to this for its results! Keeps my skin hydrated. Use it for night and day moisturizer. This review was collected as part of a promotion.
542,5,Negative,I am 73 and all of the Olay Regenerest products leave my skin softer and brighter. I especially like the hydrating eye serum which is lightening the darkness around my eyes This review was collected as part of a promotion.
549,5,Negative,"Having tried numerous products from OTC to Expensive online products, at almost 52yrs old, I found myself returning back to Olay. I wish I'd have begun Regenerist at least 10 years ago! This review was collected as part of a promotion."
553,5,Negative,Works well without making your face greasy. Worked wonders for my face. I had dry skin onu face and one application made my face regenerated.
557,5,Negative,"Even though the name has changed slightly, my mother who was born in 1917 used Olay products since it began. She always recommended to me which I began in my 20's and now at 67 never stopped using, even when other products have advertised being miracle product. This product has never stopped being my regular overall daily use. My mother (at 90) has no wrinkles. This is a product for all ethnicities. This review was collected as part of a promotion."
579,5,Negative,No greasy heavy feel. I saw a difference in my skin within 3 days
583,5,Negative,I've used this product for several years am still using it seeing improvements.
600,5,Negative,I have very dry skin and I noticed a difference in a few days
615,5,Negative,Try the Olay products - there are levels according to your age and your skin care needs.
616,5,Negative,"I have always used Olay products, since I was in my 20's. I began to use the Olay Regenerist Microsculpting cream and Deep Hydration Cream in the past few years and the scowl line between my eyebrows was nearly gone. The lines around my eyes are visibly finer and my skin feels like velvet. People have commented how young I look. I am 60 years old and really, have only a minimal amount of wrinkles and I attribute that to the Olay products that I have used. My skin loves it. I won't use anything else. This review was collected as part of a promotion."
647,5,Negative,This moisturizer has a tacky feel on the skin and it helps my foundation stay on all day
658,5,Negative,This product makes me feel so refreshed ... after using it for a few weeks I feel my skin is tighter and youth looking
671,5,Negative,"I've been using this product for a number of years now (I've lost count). People constantly tell me I look younger than I am, so I will continue to use it!"
673,5,Negative,After applying for only a week I noticed a few of those hairline wrinkles around my eyes going back where they came from!
767,4,Negative,"Although I prefer Windex with vinegar, this worked almost as well. This review was collected as part of a promotion."
814,5,Negative,I've used this for years and usually go back to it instead of the cheaper brands. This review was collected as part of a promotion.
816,5,Negative,this product outdoes even commercial glass cleaner and all others.
819,5,Negative,I would recommend this product to anybody. It cleans everything that i use it on.
820,5,Negative,Always a proven leader in it's field! I've used this product for over 40 years! This review was collected as part of a promotion.
829,5,Negative,the only brand I use..grew up with my mom using it and it does the trick This review was collected as part of a promotion.
831,5,Negative,Have tried other less expensive choices and always go back to Windex. This review was collected as part of a promotion.
835,5,Negative,I have used Windex for over 20 yrs Its affordable and cleans w ell This review was collected as part of a promotion.
839,5,Negative,"Windex never disappoints. It is reliable, cleans well, no streaks This review was collected as part of a promotion."
840,5,Negative,This is the only cleaner I like to use. It beats all other cleaners.
842,5,Negative,"I use this product to finish all my daily jobs, throughout my home."
844,5,Negative,This product can be used for multiple surfaces not just windows This review was collected as part of a promotion.
853,5,Negative,"Have used Windex for years and not just on windows. I've used it on counter tops, stove tops, in the bathroom. It's my go to spray cleaner. This review was collected as part of a promotion."
856,5,Negative,"Everyone has used windex window cleaner in the house ,car , and on glass or any hard suface or washable plastic surface you can think of."
857,5,Negative,"I have used Windex on mirrors,as well as my granite counters and my tile floors.It cleans well and does not streak or leave a residue. This review was collected as part of a promotion."
868,5,Negative,"Among the usual household cleaning (mirrors, windows etc), I also use this on my kitchen floor which is laminated. I tried Windex Plus and was not satisfied ."
876,5,Negative,"I had not used Windex for a few years, thought it was too streaky. This product does not streak. I like it! This review was collected as part of a promotion."
878,5,Negative,Way too expensive!
881,5,Negative,I have been using windex for years. It is my go to product for cleaning the kitchen and the bathroom.
885,5,Negative,"I've used Windex for years, I've tried other window cleaners but they don't do the job Windex does."
886,5,Negative,Windex is the only glass cleaner I use. When I'm cleaning house I use it just about on everything! This review was collected as part of a promotion.
887,5,Negative,"WINDEX IS GREAT,IT CLEANS GLASS WITHOUT LEAVING ANY STREAKS.IT ALSO CLEANS MIRRORS,AND TV SCREENS."
902,5,Negative,"Have used windex for years and years now and I don't have one complaint. Some say it streaks, well if your windows are really dirty the first time they will streak just do it again and the streaks and excess dirt will disappear."
922,5,Negative,"I like to have bulk items like this delivered to my door. I usually place a big order of paper towels, tissues, and refills like this in one big order so there are no shipping charges. It's easier than lugging them home from the store. Products arrive on schedule and as promised."
933,5,Negative,Been using this product for years and will continue using it. This review was collected as part of a promotion.
936,5,Negative,My wife refuses to use anything but Windex.
944,5,Negative,I have always gone back to Windex after trying new products. Can't go wrong with Windex!! This review was collected as part of a promotion.
952,5,Negative,I always keep a bottle in the bathroom and the kitchen.
971,5,Negative,I have always gone back to Windex after trying new products. Can't go wrong with Windex!! This review was collected as part of a promotion.
978,5,Negative,would recommend
979,5,Negative,A smarts choice
981,5,Negative,I would buy this again.
985,5,Negative,this one saves me money when my bottle(spray bottle empty's ) I refill with this last a lot longer
993,5,Negative,"I swear by Windex. I have a little cleaning service I not only use it for windows but counter tops, cook tops on electric stoves, glass shower doors, glass sliding doors, mirrors."
995,5,Negative,been using for years. only thing is have do do it twice to remove streaks on glass. use it to degrease cleaning things.
996,5,Negative,"Bought Windex cause it doesn't leave streaks on glass or HDTVs like the off brand stuff does,Great deal for the money."
1010,5,Negative,Will keep on my future purchase list.
1019,5,Negative,used on car windows and pleasantly surprised when it also cleaned the vinyl trim inside doors that was really dirty! This review was collected as part of a promotion.
1023,5,Negative,I left no streaking with winded. I will continue to use windex. This review was collected as part of a promotion.
1024,5,Negative,"I have always used Windex, and I don't plan on changing!!"
1030,5,Negative,There is a reason this product has been around for so long! This review was collected as part of a promotion.
1032,5,Negative,"I only use windex,In fact my husban calls me the windex queen."
1033,5,Negative,It helps to have a funnel to refill your squirt sprayer bottles.
1035,5,Negative,"I've purchased Windex for years! Multiple uses, cleans well. This review was collected as part of a promotion."
1036,5,Negative,I consider myself a ketchup snob. I'll pass on the Hunts or catsup anyday and will only put Heinz on my fries. I suggest you do the same.
1068,5,Negative,It is absolutly weightless!!! I didnt understand that untill i tried it then i was lk aaaaahhhhhh!!
1071,5,Negative,Pantene Color Preserve helps keep your hair color longer!
1144,5,Negative,Like feel of hair after shampooing
1151,5,Negative,"I'm kind of sad to see the poor reviews on this product, so I thought I'd write my own. For some reason my hair hates hard water more than most people (we have hard well water, and although the rest of my family noticed their hair was a little less healthy looking, mine looked and felt DISGUSTING because I just could not get the minerals out of my hair, and continuing to wash it only made it worse). This is the only shampoo/conditioner combo that fixed that problem. I had even tried an expensive hard water shampoo that didn't work nearly as well. Even if you don't have hard water issues, this shampoo really made my hair feel lighter and way more voluminous. Everyone's hair is different, but I definitely recommend at least giving this one a try!"
1176,5,Negative,My Lil boy loves this movie
1182,5,Negative,I bought it for my great-grandson's 3rd birthday. And he loves it.
1191,5,Negative,The movie is awsome!
1205,5,Negative,I noticed a change almost immediately.
1206,5,Negative,It helped save my feet from Diabetic foot problems.
1208,5,Negative,"my skin doc recommended this over a year ago , I bought some around 6 months ago . this really helps my dry skin , my hands get so bad some fabrics like silk catch on my hands , and I hate that feeling after applying this lotion silk does not catch on my hands , it runs threw them like my skin is baby soft ! to me that's a miracle ! I have major allergies to lotions , laundry soaps , bath soaps , my skin gets so dry it cracks . then I have to use an ointment and bandaids , but once the crack heals to where it is not bleeding I appy this all day and at night , and it has my hands soft by morning ."
1215,5,Negative,This took the bumps on my arms away .Also it stops my awfu! Itching of dry skin.
1234,5,Negative,only had my dishwasher since october 2012 and wouldnt use anything else
1237,5,Negative,"My Cutlery and crockery came out shining, allowing time for wining and dining!"
1238,5,Negative,"HAVING A 3 MONTH OLD DAUGHTER MEANS I HAVE NO TIME AT ALL, BUT AFTER FINDING FINISH DISHWASHER TABLETS I HAVE REALISED I DON'T KNOW HAVE TO PRE-WASH ALL MY DISHES BEFORE PUTTING THEM IN MY DISHWASHER....WHICH NOW MEANS PUT BABY DOWN TO SLEEP I CAN SIT BACK RELAX AND CONDEMN MY RUBBER GLOVES TO THE BIN!"
1245,5,Negative,"I RECENTLY USED FINISH QUANTUM FOR THE FIRST TIME AFTER I FOUND SOME OTHER DISHWASHER TABLETS LEFT STREAKS ON MY GLASSES/PLATES AND I WOULD END UP HAVING TO SPEND LONGER HAND WASHING THEM AGAIN, BUT FINISH QUANTUM DIDN'T ONLY LEAVE MY PLATES/GLASSES SPARKLING BUT ALSO MY PREVIOUSLY TIRED EYES ALSO HAD A NEW SPARKLE IN THEM!"
1270,5,Negative,"We live in our pool and I can never get my husband or kids to put on sunscreen because they hate the feel of lotions (so do I), and they don't want to interrupt their swimming to dry off and reapply sunscreen. This is great - I carry it around with me and spray everybody, even if they're dripping. You can see this bead up the moisture on the skin, so you know it's not rinsing off. We all tan like crazy, so we don't use this to prevent sunburn, but it seems to stop us from getting too tan and it keeps our skin soft. Be careful not to inhale when you spray this - it's not a good experience."
1283,5,Negative,Each time I wash my car with Meguiars the Sparkle comes back....
1288,5,Negative,Lots of suds and slippery to the touch!
1291,5,Negative,This is the only car wash soap my husband will use! And he is extremely picky!
1294,5,Negative,Used it for ever works well
1296,5,Negative,Car wash as advertised
1352,5,Negative,Nothing works like this. Have problem finding it.
1393,4,Negative,"I have very, very long hair (about 28 inches worth), and I've always been a little bit of a shampoo snob, but I was in between shampoos and just ran into the drug store to get something and just happened pick this up. I was so impressed by it! After using this shampoo only once, my hair was incredibly smoother and felt stronger! However, there was one really bad thing about this shampoo + conditioner, and it's the conditioner!!! It stinks!! It literally smells like rotten wet dog, it is so atrocious. Luckily the scent doesn't last long after you get out of the shower, but it makes the washing experience feel dirty. The shampoo smells good, but that conditioner...who thought of that scent"
1417,5,Negative,Product works wonders on my curly hair! I'd recommend it to anyone with curly hair.
1420,5,Negative,My hair is naturally curly and very thick and dry. I went to the store to buy something reasonably priced because I was on a budget. I got the sleek and smooth because my hair is outta control. I washed it and waited a little while to dry my hair. It took 10 mins to dry and wasn't dry and frizzy when I was done like it usually is when using other products
1424,5,Negative,"I have curly unruly hair, and Suave Sleek and Shine makes it unbelievably soft. With little to no fly aways. Grateful for the affordable price and quality!!!"
1433,5,Negative,"This tuna is flavorable in sandwiches, salads or casseroles."
1534,5,Negative,"I like this product. It is one of the few that controls my dry. frizzy hair without making my scalp itch. I bought it from Amazon because it is getting hard to find in stores. HOWEVER, I did not receive 3 shampoos, I received 1 shampoo and 2 conditioners! Even though this was not a set of three, but the one item ordered in a quantity of 3. Booo!"
1579,4,Negative,It's like that so why not watch it with them .....
1588,4,Negative,Decent comedy for those who like crude humor. Decent.
1589,4,Negative,I'm a big Jonny Depp fan so I had to have this movie
1601,4,Negative,vampire & witch fighting each other then Barnabas getting his revenge
1628,4,Negative,"Not like the show, but it wasn't too bad to watch."
1639,4,Negative,A fish out of water movie that turns into an underdog rising up.
1654,4,Negative,I'll play your silly game and take the points for reviewing the movie. Either you liked it or you didn't.
1662,4,Negative,"""I'm not good. I'm not gentle. And I don't forgive."" This is one of my favorite movie quotes ever. Having never seen the television series Dark Shadows, except in a clip here and there, I was a clean slate. It's serious, it's funny, it's hysterical. One of those movies you're not sure if it's a dramatic comedy or a comedic drama."
1666,5,Negative,Daughter loves the movie. Had to buy it. She still watches it
1670,5,Negative,I have seen every Tim Burton movie and had to get this one to finish my collection. This movie rocks!
1677,5,Negative,It's not too scary or anything. It might creep out some of the dorkier kids though.
1680,5,Negative,"My Daughter loves this movie, I haven't seen it yet."
1693,5,Negative,Johnny Depp amazes me each time he makes a movie..
1727,5,Negative,dark comedy. Johnny Depp plays his part well as Barnibus
1739,5,Negative,One of the most horrifying and disturbing movies ever made. This is not for the faint of heart. Recommend watching it during the day.
1762,5,Negative,Just what i wanted. Love this movie. Johnny Depp is in it can't go wrong
1780,5,Negative,I like this movie. I like vampires. I like jonney depp.
1782,5,Negative,"I love Johnny Depp, and Tim Burton. How can you go wrong?"
1927,4,Negative,This movie is historical.yes it's a silly slapstick comedy. Be prepared to laugh throughout the entire movie.
1938,4,Negative,This is a good funny movie; not ideal for children. Includes a lot of dirty humor.
1957,4,Negative,Funny movie. Not for children or those easily offended by dirty jokes. Typical of the raunchy movies Zac Efron has made lately!
1961,4,Negative,2 brothers need wedding dates and seek potential dates online... What's the worst that can happen?
1964,4,Negative,My husband loves movies. Just bought this to add to them.
1968,4,Negative,"from this point of view, you'll need to triple check your date interviews!"
1969,4,Negative,good teenage movie---lots of stupid stuff going on
1977,4,Negative,"Non stop laughs, raunchy and irreverent, a real treat"
1978,4,Negative,Full of new types of jokes and stupidity. Boys will be boys girls will be girls.
1982,4,Negative,Wasn't expecting much from this but ended up laughing nonstop. Hard to ever look at a massage the same after this movie!
1983,4,Negative,"I did not see the movie in the theater, I only went by word of mouth from other customers. I was taken totally by surprise with this one."
1998,4,Negative,"Just like other comedies that aim to be raunchy, this one works out."
2002,4,Negative,This is hilariously funny. The things that they up to in this are crazy.
2008,4,Negative,"This is definitely a funny movie, but I'm not sure how well the jokes will hold up under future viewings."
2010,4,Negative,Very funny movie and worth picking up. Won't be disappointed.
2011,4,Negative,"This movie is outrageous, inappropriate, PC incorrect, raunchy stupid slapstick, so over the top that it shouldn't work but, by some miracle mixed with such enthusiastic commitment from everyone involved, this thing fires on all cylinders. It has the same OMG powerhouse energy of classics like THERE'S SOMETHING ABOUT MARY. Forget credibility and good taste, surrender to its shocking insanity, and you'll treat yourself to one hysterical coronary of a good time."
2015,4,Negative,this movie is great..luv anna kendrick and zac effron...cute romantic comedy
2022,4,Negative,"This is the first movie in a long time that I felt was too short. While a few scenes fall flat, the actors shine."
2023,4,Negative,You could tell just by the cast that this was going to be funny. And it did not disappoint. I would recommend this to someone having a bad day.
2028,4,Negative,The cheesy teen movies have now turned to the cheesy 30 something movies. Not great but worth the watch and could get better the more times you watch it.
2039,4,Negative,There is only so many crude jokes and nude scenes any 20 something year-old male can take. And this move exceeded both.
2048,4,Negative,not too bad. had a few laughs. zach efron and adam devine play well off of each other
2061,4,Negative,Not a huge amount of plot but this movie had me laughing enough to watch it twice in one weekend!
2067,4,Negative,Wedding troubles is an understatement. What could go wrong when two guys go on craigslist for dates to a wedding? Everything or almost everything. This movie is filled with drama and craziness that will keep you entertained though out.
2079,4,Negative,This is a amusing adult comedy with a crude undertone.
2086,4,Negative,"This movie was really funny. However, some of the scenes were definitely for mature audiences only. Lots of drug references, crude remarks, and bad language."
2089,4,Negative,If you pick up this movie make sure you are in the mood for stupid fun. The cast is very likeable and the premise very contrived. Not for young or sensitive viewers.
2090,4,Negative,Not in danger of any awards. Just a fun silly film to watch.
2105,4,Negative,Movie came as expected and with digital copy to boot!
2129,4,Negative,"Seriously one of those stupid, stupid, and stupid but extremely funny movies that you can just sit and laugh at. This is not cinema its just fun."
2133,4,Negative,These two guys accidently find thier equals in creating mayhem and madness.
2168,5,Negative,"AUBREY PLAZA , Anna Kendrick , Zac Efron and Adam Levine take a Hawaiian wedding to new hysterical heights. The girls out do the boys on this one. Audrey is irreverently funny as always..Remember her in Dirty Grandpa (DeNiro) ? Yup !Great comedy , wedding complications. Don't miss this one."
2174,5,Negative,This movie was so funny and crazy not for kids to watch
2178,5,Negative,Saw it in the movie theater knew I had to buy it on DVD
2193,5,Negative,This was one of the funniest rated R movies that I've seen in a long time
2195,5,Negative,adam devine is grabbed my attention from the tv show workaholics. since then i have watched most of his movies and he hasn't disappointed yet.
2207,5,Negative,If you love crude humor then this movie is definitely for you!
2217,5,Negative,This movie had me laughing from the beginning all the way to the end.
2231,5,Negative,Had me laughing so hard and so much that couldn't stop
2234,5,Negative,a must buy could not stop laughing my wife watched it twice once on the plan ride and ran out and bought it
2237,5,Negative,this is the funniest movie i have seen lately the family loves watching movies like this
2248,5,Negative,If you're looking for a crude comedy look no further - these two guys are hilarious together!
2251,5,Negative,"Lots of extras deleted scenes, blooper reel, and etc.."
2253,5,Negative,I was skeptical about this movie at first but when it was over I was in tears from laughter.
2264,5,Negative,My daughter picked it out and she liked it. It was boring to me
2270,5,Negative,"Didn't see this in the theater, but wanted to ..I wasn't disappointed"
2283,5,Negative,A little edgy but very funny. Definitely an adults only comedy!
2286,5,Negative,I saw this in the theatre and found it to be hysterical. The Blue ray is fantastic!
2294,5,Negative,We saw this movie at the theater and my wife had to get in on DVD.
2298,5,Negative,Black Friday DEAL! What a price! What a night! What a Movie!
2302,5,Negative,"I had been waiting to see this movie, and it definitely didn't disappoint"
2310,5,Negative,Funniest movie of 2016. A must watch. Mike and Dave
2319,5,Negative,mike and dave need wedding dates is a funny movie but is not good for kids.
2327,5,Negative,I recommend this movie. The funniest movie I've ever seen.
2330,5,Negative,There is someone that has gone through this and loose.
2333,5,Negative,Totally not what I expected and funnier then what I thought it was. A need to see movie!!!
2353,5,Negative,This movie is for anyone that loves the American pie movies. Lots of laughs
2356,5,Negative,"Imagine, Zac Efron and Adam Devine together in a film? What could possible go wrong?! Nothing! This film will leave you breathless with this two crazy brothers making the world a crazy place."
2359,5,Negative,One of the funniest movies in a long time. Can't get enough
2378,5,Negative,This movie will have you laughing the entire time!
2386,5,Negative,"This movie was Hilarious. A little stupid at times, but it made me laugh non stop"
2414,5,Negative,This was on my son's xmas list so I bought it. He likes it.
2439,5,Negative,"Gush, if you need a break and take out the sadness watch this movie !!!!"
2440,5,Negative,This was one of the funniest movies I have seen in a while.
2447,5,Negative,Saw this in the theatre and had to buy it. Gonna show it to my family.
2453,5,Negative,Have watched this movie 3 times already. I brought it to a girls weekend to watch.
2462,5,Negative,This is probably the funniest movie ive ever seen in my life. could not stop laughing
2464,5,Negative,anna kendrick and aubrey plaza steal the show in this film. i watched it just for them and i was not dissapointed
2468,5,Negative,Crying laughing. Some rude and crude humor...But makes it that much funnier
2472,5,Negative,"If you have siblings, watch it with them, this movie is funnyl!"
2482,5,Negative,One of the funniest movies I've seen in a long time.
2487,5,Negative,This movie will be a classic for years to come! It wasn't expensive.
2518,5,Negative,This movie is one of the funniest movies I have seen in 2016.
2521,5,Negative,THIS MOVIE HAD ME AND MY WIFE dying in laughter it's
2530,5,Negative,"When I seen this movie I couldn't stop laughing, this is a keeper."
2535,5,Negative,If you like crude humor with comedy then you would enjoy this movie
2563,4,Negative,i buy it for kids at church
2564,5,Negative,My husband loves this drink
2656,4,Negative,"Closed Caption not available. With the actors accents, it was impossible to watch and understand. What I did see/hear, I liked"
2669,4,Negative,Watching this movie took us down memory lane. Watch it with old friends!
2693,4,Negative,Purchased a copy to share with family and friends.
2703,4,Negative,Thought it was funnier than the first one. The bathroom scene was a riot!Wished it had more extras. The blooper reel was hysterical!
2725,4,Negative,Of course have # 1 so had to get the second movie.
2802,4,Negative,The wife loves this movieShe has watched over four times already
2809,4,Negative,Christmas gift I have not watched yet . But do plan to
2839,5,Negative,I have the 1st movie and my big fat greek life so i had to get this.
2917,5,Negative,Me and my wife like the movie a lot I would recommend this movie to anyone
2956,5,Negative,I would suggest this blu-ray to any movie watcher.
2976,5,Negative,This movie was hysterical. Every bit as good as the first.
3052,5,Negative,This is one of the funniest sequels of this series.
3173,5,Negative,It just shows you how a family can grow up and still be close
3213,5,Negative,"Bought for my wife, she likes it a lot. No issues reported."
3266,4,Negative,"It has been working well without any problem. Also it's very quiet. It has a auto-shut off feature when it reaches to the temperature. Auto-shut off comes with both good and bad. I use it in my office when it gets too cold. Since it automatically shuts-off, I'm afraid I might forget to turn it off when I leave my work. Besides it, it has been working well."
3275,5,Negative,I love my new personal heater. It works well at work when the air conditioner gets too cold!
3280,5,Negative,It heats a big room in my home with no problem. I have 2 of them
3282,5,Negative,Est muy bueno y excelente para una oficina.
3293,4,Negative,"Just got this one still pretty fresh to me yet, but it is growing on me. There is a few songs that I know and like. Others I don't but so far not to bad."
3299,5,Negative,We bought this cd for our daughter and she likes it.
3312,5,Negative,This is the second cd I have purchased and I like it
3325,4,Negative,Very solid. I like this with salsa as well.
3362,4,Negative,I like the Age Defying products and will use it again. I do not see a 2 in 1 shampoo/conditioner and hope they will have it soon. This review was collected as part of a promotion.
3363,4,Negative,On my first try with both the shampoo and conditioner I notice that my hair is less dull so my natural curls are falling softer. This review was collected as part of a promotion.
3379,4,Negative,I have been using the Pantene Expert Pro-V AgeDefy Conditioner for a couple of week on my short white hair. Never been able to use other conditioner because it's too heavy for my hair and usually end up with flat hair NOT WITH THIS ONE. I like the way my hair feels with Pantene Expert Pro-V AgeDefy Shampoo. This review was collected as part of a promotion.
3396,5,Negative,I have an issue with my hair being weak and breakage is an issue. The actual conditioner feels like a deeper moisture mask and smells like honey and oatmeal to the point that it made me hungry for breakfast. This review was collected as part of a promotion.
3401,5,Negative,"I had been using another brand of Conditioner for aging hair, but the Pantene works just as well , if not better than the one I have been using for the past year. I would recommend it as well as the shampoo. This review was collected as part of a promotion."
3470,5,Negative,"just work flowless, saves water as it use only 1g/flush"
3489,5,Negative,Yummy says it all !
3491,5,Negative,"I discovered this a few months back, and have become truly addicted to it. On toast, or just directly from the jar into your mouth, it's heavenly!"
3497,4,Negative,Would buy again
3507,5,Negative,Try it . You can not stop eating them
3512,5,Negative,Met expectations
3518,5,Negative,I've always been a fan of Chex Mix snacks and the muddy buddies are tops.
3524,4,Negative,Fantastic deal to catch up on everything. Just disappointed with the ending.
3553,5,Negative,"I think I said it all already A show that is a classic, too bad it had to end."
3640,5,Negative,Does work well
3643,5,Negative,This product makes my hair so shiny and manageable.
3644,5,Negative,"this product has turned my hair from a horrible piece of dead ends into a glamorous, straight masterpeice."
3662,5,Negative,Would Recommend To Family And Friends
3669,4,Negative,I Know it's not good for the ozone but it's the only anti-persperant that works for me
3673,5,Negative,This product works for me. I stay dry all day. I like the smell of it too.
3675,5,Negative,"Only formula that works for my body chemistry, Has been taken off local store shelves"
3689,5,Negative,Yummy
3702,5,Negative,firm hold without dandruff
3711,4,Negative,There's never enough of the soda on the shelf it seems that when I go to purchase it there always are down to one or two cases. It doesn't have a bad aftertaste considering that it's diet.
3713,5,Negative,I have drunk it plenty times and l would say its fab..
